Crosshead speed,10,mm/min,,,,,,,
Tensile strain,25.4,mm,,,,,Area,2.64044E-05,
,,,,,,,,,
Time,Extension,Load,Strain from Extensometer,,,,,,
(s),(mm),(N),(mm/mm),,,,,Stress,Strain
45.1,7.51703,5.82762,0.00001,,,,,220706.3974,53.61529444
45.15,7.52547,5.84254,0.00001,,,,,221271.4548,53.67549282
45.2,7.53406,5.83587,0.00001,,,,,221018.8453,53.73676109
45.25,7.54203,5.84811,0,,,,,221482.4044,53.7936072
45.3,7.55,5.86315,0.00001,,,,,222052.0065,53.8504533
45.35,7.55891,5.88173,0.00001,,,,,222755.6771,53.91400397
45.4,7.56719,5.87053,0,,,,,222331.5054,53.97306116
45.45,7.575,5.87292,0.00001,,,,,222422.0206,54.02876606
45.5,7.58359,5.89503,0.00001,,,,,223259.381,54.09003433
45.55,7.59234,5.89268,0,,,,,223170.3807,54.15244379
45.6,7.60031,5.91866,0.00001,,,,,224154.3076,54.2092899
45.65,7.60828,5.89852,0.00001,,,,,223391.556,54.26613601
45.7,7.61703,5.90345,0.00001,,,,,223578.2673,54.32854547
45.75,7.62562,5.90635,0.00001,,,,,223688.0974,54.38981374
45.8,7.63344,5.92786,0,,,,,224502.7344,54.44558997
45.85,7.64172,5.92382,0.00001,,,,,224349.7296,54.50464715
45.9,7.65078,5.93071,0.00001,,,,,224610.6709,54.5692677
45.95,7.65906,5.93854,0,,,,,224907.2124,54.62832488
46,7.66672,5.93213,0.00001,,,,,224664.4499,54.68295991
46.05,7.67516,5.93435,0.00001,,,,,224748.5268,54.7431583
46.1,7.68406,5.9617,0,,,,,225784.339,54.80663764
46.15,7.69219,5.96953,0,,,,,226080.8805,54.86462495
46.2,7.7,5.97564,0.00001,,,,,226312.2813,54.92032986
46.25,7.70875,5.96048,0.00001,,,,,225738.1346,54.98273932
46.3,7.7175,5.9959,0.00001,,,,,227079.5776,55.04514879
46.35,7.72516,5.96806,0,,,,,226025.2079,55.09978382
46.4,7.73359,5.99154,0.00001,,,,,226914.4537,55.15991088
46.45,7.74219,6.01383,0,,,,,227758.6311,55.22125047
46.5,7.75031,5.99839,0,,,,,227173.8801,55.27916646
46.55,7.75844,5.98874,0.00001,,,,,226808.4107,55.33715377
46.6,7.76703,6.02601,0,,,,,228219.9179,55.39842203
46.65,7.77547,6.00749,0.00001,,,,,227518.5196,55.45862042
46.7,7.78344,6.03727,0.00001,,,,,228646.362,55.51546652
46.75,7.79187,6.02183,0,,,,,228061.6109,55.57559359
46.8,7.80078,6.04742,0.00001,,,,,229030.7676,55.63914425
46.85,7.80891,6.03897,0,,,,,228710.7452,55.69713156
46.9,7.81672,6.0515,0,,,,,229185.2873,55.75283647
46.95,7.82531,6.06031,0.00002,,,,,229518.9438,55.81410473
47,7.83406,6.06366,0,,,,,229645.8166,55.8765142
47.05,7.84187,6.053,0,,,,,229242.096,55.93221911
47.1,7.85,6.07618,0.00001,,,,,230119.98,55.99020641
47.15,7.8589,6.0673,0,,,,,229783.6724,56.05368576
47.2,7.8675,6.09352,0.00001,,,,,230776.6887,56.11502535
47.25,7.87515,6.10219,0.00001,,,,,231105.0431,56.16958905
47.3,7.88344,6.09274,0,,,,,230747.1482,56.22871756
47.35,7.89219,6.08321,0.00001,,,,,230386.2235,56.29112703
47.4,7.90031,6.10372,0.00001,,,,,231162.988,56.34904301
47.45,7.90844,6.13469,0.00001,,,,,232335.8986,56.40703032
47.5,7.91703,6.12734,0.00001,,,,,232057.5359,56.46829859
47.55,7.92562,6.11189,0,,,,,231472.4061,56.52956685
47.6,7.93344,6.13606,0.00001,,,,,232387.7839,56.58534308
47.65,7.94187,6.14774,0.00001,,,,,232830.1344,56.64547014
47.7,7.95062,6.14705,0,,,,,232804.0024,56.70787961
47.75,7.95875,6.16145,0.00001,,,,,233349.366,56.76586692
47.8,7.96687,6.15272,0.00001,,,,,233018.7393,56.8237829
47.85,7.97547,6.15494,0,,,,,233102.8162,56.88512249
47.9,7.9839,6.15666,0.00001,,,,,233167.9569,56.94524955
47.95,7.99187,6.16714,0.00001,,,,,233564.8604,57.00209566
48,8.00031,6.18257,0.00001,,,,,234149.2327,57.06229405
48.05,8.00906,6.18878,0.00001,,,,,234384.4208,57.12470351
48.1,8.01687,6.17958,0.00001,,,,,234035.994,57.18040842
48.15,8.025,6.18877,0.00001,,,,,234384.0421,57.23839573
48.2,8.03375,6.19546,0,,,,,234637.4089,57.3008052
48.25,8.04234,6.21113,0.00001,,,,,235230.8706,57.36207346
48.3,8.05,6.20927,0.00001,,,,,235160.4278,57.41670849
48.35,8.05828,6.21393,0.00001,,,,,235336.9135,57.47576567
48.4,8.06719,6.22208,0.00001,,,,,235645.5742,57.53931634
48.45,8.07562,6.2333,0,,,,,236070.5034,57.5994434
48.5,8.08328,6.24707,0.00001,,,,,236592.0074,57.65407843
48.55,8.09187,6.23384,0.00001,,,,,236090.9545,57.7153467
48.6,8.10062,6.2348,0.00001,,,,,236127.3121,57.77775616
48.65,8.10875,6.27106,0.00001,,,,,237500.5681,57.83574347
48.7,8.11672,6.25711,0,,,,,236972.247,57.89258958
48.75,8.12531,6.27463,0.00001,,,,,237635.7728,57.95385785
48.8,8.13391,6.26863,0.00001,,,,,237408.538,58.01519743
48.85,8.14203,6.27588,0,,,,,237683.1134,58.07311342
48.9,8.15031,6.29107,0.00002,,,,,238258.3963,58.1321706
48.95,8.1589,6.28449,0,,,,,238009.1954,58.19343887
49,8.16687,6.29686,0,,,,,238477.678,58.25028498
49.05,8.17515,6.29742,0.00002,,,,,238498.8865,58.30934216
49.1,8.1839,6.30812,0,,,,,238904.122,58.37175163
49.15,8.19219,6.31313,0.00001,,,,,239093.8631,58.43088014
49.2,8.20015,6.31985,0.00002,,,,,239348.3662,58.48765492
49.25,8.20859,6.32639,-0.00001,,,,,239596.0522,58.54785331
49.3,8.21734,6.33283,0.00002,,,,,239839.9509,58.61026277
49.35,8.22547,6.33618,0.00001,,,,,239966.8237,58.66825008
49.4,8.23328,6.32693,-0.00001,,,,,239616.5033,58.72395499
49.45,8.24203,6.35646,0.00003,,,,,240734.8775,58.78636446
49.5,8.25062,6.36036,0,,,,,240882.5802,58.84763272
49.55,8.25844,6.36189,0,,,,,240940.5251,58.90340895
49.6,8.26672,6.37963,0.00003,,,,,241612.3828,58.96246614
49.65,8.27578,6.35752,-0.00001,,,,,240775.0223,59.02708668
49.7,8.28406,6.36393,0.00001,,,,,241017.7849,59.08614387
49.75,8.29172,6.39843,0.00001,,,,,242324.3853,59.1407789
49.8,8.30015,6.39127,-0.00001,,,,,242053.2184,59.20090596
49.85,8.30906,6.41058,0.00002,,,,,242784.5359,59.26445663
49.9,8.31703,6.40592,0,,,,,242608.0502,59.32130273
49.95,8.325,6.39271,0,,,,,242107.7548,59.37814884
50,8.33375,6.40501,0.00002,,,,,242573.5862,59.44055831
50.05,8.34234,6.41541,0,,,,,242967.46,59.50182657
50.1,8.35015,6.43917,0,,,,,243867.31,59.55753148
50.15,8.35859,6.42534,0.00002,,,,,243343.5337,59.61772986
50.2,8.36719,6.42581,0,,,,,243361.3337,59.67906945
50.25,8.37547,6.43547,0,,,,,243727.1818,59.73812664
50.3,8.38328,6.4542,0.00002,,,,,244436.5333,59.79383155
50.35,8.39187,6.47142,0.00001,,,,,245088.6973,59.85509981
50.4,8.40047,6.4529,0,,,,,244387.2991,59.9164394
50.45,8.40844,6.44248,0.00001,,,,,243992.6679,59.97328551
50.5,8.41687,6.47252,0,,,,,245130.3571,60.03341257
50.55,8.42578,6.48505,0.00001,,,,,245604.8992,60.09696324
50.6,8.4339,6.49659,0.00001,,,,,246041.9476,60.15487922
50.65,8.44172,6.48481,0.00001,,,,,245595.8098,60.21065545
50.7,8.45031,6.50551,0.00001,,,,,246379.77,60.27192372
50.75,8.45906,6.50616,0,,,,,246404.3871,60.33433318
50.8,8.46687,6.50535,0,,,,,246373.7104,60.39003809
50.85,8.475,6.52937,0.00001,,,,,247283.4073,60.4480254
50.9,8.4839,6.52032,0.00001,,,,,246940.6614,60.51150474
50.95,8.4925,6.52063,0.00001,,,,,246952.4019,60.57284433
51,8.50016,6.53006,0.00001,,,,,247309.5393,60.62747936
51.05,8.50859,6.54004,0.00001,,,,,247687.5066,60.68760642
51.1,8.51734,6.54686,0,,,,,247945.7969,60.75001589
51.15,8.52547,6.53691,0,,,,,247568.9658,60.8080032
51.2,8.53328,6.54613,0.00001,,,,,247918.15,60.8637081
51.25,8.54203,6.57232,0,,,,,248910.0301,60.92611757
51.3,8.55047,6.55617,0,,,,,248298.3897,60.98631595
51.35,8.55844,6.56885,0.00001,,,,,248778.6127,61.04316206
51.4,8.56687,6.57641,0.00001,,,,,249064.9286,61.10328912
51.45,8.57562,6.56548,0.00001,,,,,248650.9824,61.16569859
51.5,8.58375,6.5834,0,,,,,249329.6572,61.2236859
51.55,8.59172,6.60666,0.00001,,,,,250210.571,61.28053201
51.6,8.60047,6.6076,0.00001,,,,,250246.1711,61.34294147
51.65,8.6089,6.61457,0,,,,,250510.1422,61.40306854
51.7,8.61687,6.59689,0,,,,,249840.5569,61.45991464
51.75,8.62531,6.63699,0.00001,,,,,251359.2432,61.52011303
51.8,8.63391,6.62048,0.00001,,,,,250733.9686,61.58145262
51.85,8.64203,6.63926,0,,,,,251445.2137,61.6393686
51.9,8.65,6.63403,0.00001,,,,,251247.1406,61.69621471
51.95,8.65875,6.65259,0.00001,,,,,251950.0538,61.75862418
52,8.66734,6.63322,0.00001,,,,,251216.4639,61.81989244
52.05,8.67515,6.65432,0.00001,,,,,252015.5732,61.87559735
52.1,8.68328,6.68029,0.00001,,,,,252999.1214,61.93358466
52.15,8.69219,6.67651,0.00001,,,,,252855.9634,61.99713532
52.2,8.70047,6.67854,0.00001,,,,,252932.8445,62.05619251
52.25,8.70828,6.66324,0,,,,,252353.3956,62.11189742
52.3,8.71687,6.67517,0.00001,,,,,252805.2143,62.17316568
52.35,8.72562,6.69426,0.00001,,,,,253528.1998,62.23557515
52.4,8.73375,6.71378,0,,,,,254267.4706,62.29356246
52.45,8.74187,6.696,0.00001,,,,,253594.098,62.35147844
52.5,8.75047,6.71112,0.00001,,,,,254166.7298,62.41281803
52.55,8.7589,6.70613,0,,,,,253977.7461,62.47294509
52.6,8.76687,6.71237,0.00002,,,,,254214.0704,62.5297912
52.65,8.77531,6.75453,0.00001,,,,,255810.774,62.58998959
52.7,8.78391,6.72302,0,,,,,254617.4122,62.65132918
52.75,8.79203,6.74776,0.00002,,,,,255554.3773,62.70924516
52.8,8.80015,6.72574,0,,,,,254720.4254,62.76716114
52.85,8.8089,6.74805,0,,,,,255565.3603,62.82957061
52.9,8.81719,6.7613,0.00002,,,,,256067.1706,62.88869912
52.95,8.825,6.76825,0,,,,,256330.3843,62.94440403
53,8.83359,6.75896,0.00001,,,,,255978.549,63.00567229
53.05,8.84234,6.76161,0.00001,,,,,256078.9111,63.06808176
53.1,8.85031,6.80919,0,,,,,257880.8835,63.12492786
53.15,8.85828,6.79264,0.00001,,,,,257254.094,63.18177397
53.2,8.86703,6.78463,0.00001,,,,,256950.7355,63.24418344
53.25,8.87562,6.78402,0,,,,,256927.6333,63.3054517
53.3,8.88344,6.80638,0.00001,,,,,257774.4618,63.36122793
53.35,8.89172,6.81439,0.00001,,,,,258077.8204,63.42028512
53.4,8.90062,6.78049,0,,,,,256793.9434,63.48376446
53.45,8.90906,6.8132,0.00001,,,,,258032.7521,63.54396285
53.5,8.91672,6.81905,0,,,,,258254.3061,63.59859788
53.55,8.92515,6.83912,0.00001,,,,,259014.4067,63.65872494
53.6,8.93406,6.84986,0.00001,,,,,259421.1571,63.72227561
53.65,8.94203,6.83731,0,,,,,258945.8575,63.77912172
53.7,8.95,6.85456,0.00001,,,,,259599.1577,63.83596782
53.75,8.95875,6.86638,0.00001,,,,,260046.8104,63.89837729
53.8,8.96734,6.84176,0,,,,,259114.39,63.95964555
53.85,8.97515,6.87739,0.00001,,,,,260463.7863,64.01535046
53.9,8.98359,6.88359,0,,,,,260698.5957,64.07554885
53.95,8.99234,6.88998,0,,,,,260940.6008,64.13795831
54,9.00047,6.8969,0.00002,,,,,261202.6783,64.19594562
54.05,9.00828,6.8662,-0.00001,,,,,260039.9933,64.25165053
54.1,9.01703,6.89045,0.00002,,,,,260958.4009,64.31405999
54.15,9.02562,6.9171,0.00002,,,,,261967.7024,64.37532826
54.2,9.03344,6.91445,-0.00002,,,,,261867.3403,64.43110449
54.25,9.04187,6.89666,0.00003,,,,,261193.5889,64.49123155
54.3,9.05062,6.92744,0.00001,,,,,262359.3038,64.55364102
54.35,9.05875,6.91237,-0.00001,,,,,261788.5655,64.61162833
54.4,9.06672,6.94991,0.00002,,,,,263210.2983,64.66847443
54.45,9.07531,6.93539,0,,,,,262660.3899,64.7297427
54.5,9.08422,6.94813,0,,,,,263142.8853,64.79329337
54.55,9.09203,6.91957,0.00002,,,,,262061.2474,64.84899827
54.6,9.1,6.96422,0,,,,,263752.2534,64.90584438
54.65,9.1089,6.97808,0.00002,,,,,264277.1659,64.96932372
54.7,9.11734,6.98688,0.00001,,,,,264610.4437,65.02952211
54.75,9.12515,6.96434,-0.00001,,,,,263756.7981,65.08522701
54.8,9.13359,6.9937,0.00002,,,,,264868.734,65.1454254
54.85,9.14234,6.96057,0.00001,,,,,263614.0189,65.20783487
54.9,9.15047,6.99485,-0.00001,,,,,264912.2873,65.26582218
54.95,9.15828,6.99654,0.00001,,,,,264976.2918,65.32152708
55,9.16703,7.0016,0.00001,,,,,265167.9266,65.38393655
55.05,9.17547,7.00129,0,,,,,265156.1861,65.44413494
55.1,9.18344,6.98824,0.00001,,,,,264661.9503,65.50098104
55.15,9.19187,7.03206,0.00001,,,,,266321.5222,65.56110811
55.2,9.20062,7.03258,0,,,,,266341.2159,65.62351757
55.25,9.20875,7.01895,0.00001,,,,,265825.014,65.68150488
55.3,9.21687,7.03774,0,,,,,266536.6378,65.73942087
55.35,9.22547,7.04738,0,,,,,266901.7285,65.80076046
55.4,9.2339,7.06702,0.00001,,,,,267645.5439,65.86088752
55.45,9.24187,7.04946,0,,,,,266980.5032,65.91773363
55.5,9.25031,7.07065,0.00002,,,,,267783.021,65.97793201
55.55,9.25906,7.06837,0,,,,,267696.6718,66.04034148
55.6,9.26703,7.08512,0,,,,,268331.0357,66.09718759
55.65,9.275,7.06367,0.00001,,,,,267518.6711,66.15403369
55.7,9.28375,7.05266,0.00001,,,,,267101.6952,66.21644316
55.75,9.2925,7.07835,0.00001,,,,,268074.6391,66.27885263
55.8,9.30015,7.109,0,,,,,269235.4305,66.33341633
55.85,9.30828,7.09391,0.00001,,,,,268663.9348,66.39140364
55.9,9.31719,7.1098,0.00002,,,,,269265.7284,66.45495431
55.95,9.32562,7.10228,-0.00001,,,,,268980.9274,66.51508137
56,9.33344,7.1097,0.00001,,,,,269261.9412,66.5708576
56.05,9.34187,7.16775,0.00001,,,,,271460.4384,66.63098466
56.1,9.35062,7.11395,-0.00001,,,,,269422.8992,66.69339413
56.15,9.35859,7.12313,0.00002,,,,,269770.5685,66.75024024
56.2,9.36672,7.11064,0,,,,,269297.5413,66.80822755
56.25,9.37547,7.12795,0,,,,,269953.1139,66.87063701
56.3,9.3839,7.17904,0.00002,,,,,271888.0187,66.93076407
56.35,9.39187,7.1467,-0.00001,,,,,270663.2228,66.98761018
56.4,9.40047,7.14677,0.00001,,,,,270665.8739,67.04894977
56.45,9.40906,7.16632,0.00001,,,,,271406.2808,67.11021803
56.5,9.41703,7.1429,-0.00001,,,,,270519.3074,67.16706414
56.55,9.425,7.21212,0.00002,,,,,273140.8402,67.22391025
56.6,9.4339,7.1717,0.00001,,,,,271610.0347,67.28738959
56.65,9.44219,7.16592,-0.00001,,,,,271391.1318,67.3465181
56.7,9.45,7.20766,0.00003,,,,,272971.9289,67.40222301
56.75,9.45859,7.20602,0,,,,,272909.8181,67.46349127
56.8,9.46734,7.23117,-0.00001,,,,,273862.3108,67.52590074
56.85,9.47515,7.21603,0.00003,,,,,273288.9215,67.58160564
56.9,9.48312,7.22904,0,,,,,273781.6425,67.63845175
56.95,9.49203,7.23559,0,,,,,274029.7072,67.70200242
57,9.50078,7.26798,0.00002,,,,,275256.3967,67.76441189
57.05,9.50859,7.23448,-0.00001,,,,,273987.6687,67.82011679
57.1,9.51672,7.216,0.00002,,,,,273287.7854,67.8781041
57.15,9.52562,7.2342,0.00001,,,,,273977.0644,67.94158344
57.2,9.53406,7.2402,-0.00001,,,,,274204.2993,68.00178183
57.25,9.54172,7.2893,0.00002,,,,,276063.8378,68.05641686
57.3,9.55031,7.26604,0.00001,,,,,275182.9241,68.11768512
57.35,9.55906,7.26331,0,,,,,275079.5322,68.18009459
57.4,9.56703,7.27745,0.00001,,,,,275615.049,68.2369407
57.45,9.575,7.27321,0.00001,,,,,275454.4697,68.29378681
57.5,9.58375,7.31422,0,,,,,277007.6199,68.35619627
57.55,9.59234,7.27725,0.00001,,,,,275607.4745,68.41746454
57.6,9.60015,7.29053,0.00002,,,,,276110.421,68.47316944
57.65,9.60859,7.30313,-0.00001,,,,,276587.6142,68.53336783
57.7,9.61719,7.30904,0.00001,,,,,276811.4405,68.59470742
57.75,9.62531,7.32373,0.00001,,,,,277367.7872,68.6526234
57.8,9.63328,7.32775,-0.00001,,,,,277520.0345,68.70946951
57.85,9.64203,7.31798,0.00001,,,,,277150.0205,68.77187898
57.9,9.65062,7.3336,0.00001,,,,,277741.5885,68.83314724
57.95,9.65844,7.33883,-0.00001,,,,,277939.6616,68.88892347
58,9.66687,7.34504,0.00002,,,,,278174.8496,68.94905053
58.05,9.67578,7.34453,0.00001,,,,,278155.5347,69.0126012
58.1,9.6839,7.34527,0,,,,,278183.5603,69.07051718
58.15,9.69172,7.36447,0.00002,,,,,278910.7119,69.12629342
58.2,9.70031,7.37656,0,,,,,279368.5901,69.18756168
58.25,9.70906,7.36749,0.00001,,,,,279025.0867,69.24997115
58.3,9.71687,7.39631,0.00001,,,,,280116.5715,69.30567605
58.35,9.725,7.37599,-0.00001,,,,,279347.0028,69.36366336
58.4,9.7339,7.39663,0.00002,,,,,280128.6907,69.4271427
58.45,9.74234,7.38364,0.00002,,,,,279636.7272,69.48734109
58.5,9.75015,7.40006,-0.00001,,,,,280258.5933,69.543046
58.55,9.75859,7.40794,0.00001,,,,,280557.0284,69.60324438
58.6,9.76734,7.42518,0.00001,,,,,281209.9499,69.66565385
58.65,9.77547,7.43287,-0.00001,,,,,281501.1892,69.72364116
58.7,9.78328,7.42513,0.00001,,,,,281208.0562,69.77934607
58.75,9.79203,7.42759,0.00002,,,,,281301.2225,69.84175553
58.8,9.80062,7.43681,0,,,,,281650.4068,69.9030238
58.85,9.80844,7.4359,0.00001,,,,,281615.9428,69.95880003
58.9,9.81687,7.44642,0.00001,,,,,282014.3612,70.01892709
58.95,9.82562,7.44981,0,,,,,282142.7489,70.08133655
59,9.83375,7.46355,0.00001,,,,,282663.1168,70.13932386
59.05,9.84187,7.43572,0,,,,,281609.1258,70.19723985
59.1,9.85047,7.48018,0.00001,,,,,283292.936,70.25857944
59.15,9.8589,7.48556,0.00001,,,,,283496.6899,70.3187065
59.2,9.86687,7.47724,-0.00001,,,,,283181.5909,70.37555261
59.25,9.87531,7.50027,0.00001,,,,,284053.7941,70.43575099
59.3,9.88406,7.49164,0.00002,,,,,283726.9546,70.49816046
59.35,9.89203,7.51676,0,,,,,284678.3112,70.55500657
59.4,9.9,7.51219,0.00001,,,,,284505.234,70.61185268
59.45,9.90875,7.51804,0.00001,,,,,284726.788,70.67426214
59.5,9.9175,7.51051,0,,,,,284441.6082,70.73667161
59.55,9.92515,7.53666,0.00001,,,,,285431.9735,70.79123531
59.6,9.93328,7.52122,0.00001,,,,,284847.2224,70.84922262
59.65,9.94234,7.54247,0.00001,,,,,285652.0125,70.91384317
59.7,9.95062,7.53126,0.00001,,,,,285227.4621,70.97290035
59.75,9.95828,7.532,0,,,,,285255.4877,71.02753538
59.8,9.96672,7.53942,0.00001,,,,,285536.5015,71.08773377
59.85,9.97562,7.57774,0.00001,,,,,286987.7748,71.15121311
59.9,9.98375,7.5494,0,,,,,285914.4688,71.20920042
59.95,9.99172,7.5824,0.00001,,,,,287164.2605,71.26604653
60,10.00047,7.57513,0.00001,,,,,286888.9276,71.32845599
60.05,10.0089,7.58739,0,,,,,287353.2442,71.38858306
60.1,10.01672,7.58119,0.00001,,,,,287118.4348,71.44435929
60.15,10.02531,7.5916,0.00001,,,,,287512.6873,71.50562755
60.2,10.03406,7.59018,0.00001,,,,,287458.9084,71.56803702
60.25,10.04203,7.61984,0.00001,,,,,288582.206,71.62488312
60.3,10.05015,7.60946,0,,,,,288189.0897,71.68279911
60.35,10.05875,7.64744,0.00001,,,,,289627.4863,71.7441387
60.4,10.06719,7.60532,0,,,,,288032.2976,71.80433709
60.45,10.075,7.6136,0.00001,,,,,288345.8817,71.86004199
60.5,10.08359,7.62355,0.00001,,,,,288722.7129,71.92131026
60.55,10.09234,7.64802,0.00001,,,,,289649.4524,71.98371972
60.6,10.10031,7.65163,0.00001,,,,,289786.172,72.04056583
60.65,10.10828,7.69306,0.00001,,,,,291355.2287,72.09741194
60.7,10.11703,7.61867,-0.00001,,,,,288537.8952,72.1598214
60.75,10.12578,7.68765,0.00001,,,,,291150.3386,72.22223087
60.8,10.13344,7.66548,0.00001,,,,,290310.7058,72.2768659
60.85,10.14172,7.68193,0.00001,,,,,290933.708,72.33592308
60.9,10.15062,7.68491,0.00001,,,,,291046.568,72.39940243
60.95,10.15906,7.68247,-0.00001,,,,,290954.1592,72.45960081
61,10.16672,7.67719,0.00001,,,,,290754.1925,72.51423584
61.05,10.17515,7.69839,0.00001,,,,,291557.089,72.5743629
61.1,10.18406,7.7041,0,,,,,291773.3408,72.63791357
61.15,10.19219,7.73059,0.00003,,,,,292776.5827,72.69590088
61.2,10.2,7.70023,0,,,,,291626.7743,72.75160579
61.25,10.20875,7.70858,-0.00001,,,,,291943.0095,72.81401525
61.3,10.21734,7.73651,0.00002,,,,,293000.7877,72.87528352
61.35,10.22515,7.74612,0,,,,,293364.7422,72.93098842
61.4,10.23359,7.75973,0,,,,,293880.1866,72.99118681
61.45,10.24219,7.73787,0.00002,,,,,293052.2943,73.0525264
61.5,10.25031,7.74318,0,,,,,293253.3972,73.11044238
61.55,10.25828,7.75034,0,,,,,293524.5641,73.16728849
61.6,10.26703,7.7593,0.00001,,,,,293863.9015,73.22969796
61.65,10.27547,7.76448,0.00001,,,,,294060.0809,73.28989635
61.7,10.28344,7.76047,0.00002,,,,,293908.2123,73.34674245
61.75,10.29187,7.75809,0,,,,,293818.0758,73.40686952
61.8,10.30062,7.7831,0,,,,,294765.2664,73.46927898
61.85,10.30875,7.79865,0.00001,,,,,295354.1834,73.52726629
61.9,10.31656,7.80059,0,,,,,295427.656,73.5829712
61.95,10.32531,7.79388,0.00001,,,,,295173.5317,73.64538066
62,10.33422,7.794,0.00002,,,,,295178.0764,73.70893133
62.05,10.34187,7.81115,0.00001,,,,,295827.5893,73.76349503
62.1,10.35015,7.81212,0,,,,,295864.3256,73.82255222
62.15,10.3589,7.83479,0.00001,,,,,296722.8947,73.88496169
62.2,10.36734,7.81518,0.00001,,,,,295980.2154,73.94516007
62.25,10.37515,7.83713,0.00001,,,,,296811.5163,74.00086498
62.3,10.38359,7.85552,0.00001,,,,,297507.9911,74.06106337
62.35,10.39234,7.83436,0.00001,,,,,296706.6095,74.12347283
62.4,10.40047,7.85386,0.00001,,,,,297445.1228,74.18146014
62.45,10.40828,7.84555,0.00001,,,,,297130.4025,74.23716505
62.5,10.41703,7.87112,0.00001,,,,,298098.8017,74.29957451
62.55,10.42562,7.85953,0.00001,,,,,297659.8597,74.36084278
62.6,10.43359,7.86999,0.00001,,,,,298056.0058,74.41768889
62.65,10.44187,7.88159,0.00001,,,,,298495.3265,74.47674607
62.7,10.45047,7.88198,0.00001,,,,,298510.0968,74.53808566
62.75,10.45875,7.91424,0,,,,,299731.8629,74.59714285
62.8,10.46672,7.89268,0,,,,,298915.3323,74.65398895
62.85,10.47547,7.87278,0.00001,,,,,298161.67,74.71639842
62.9,10.4839,7.91073,0.00001,,,,,299598.9305,74.77652548
62.95,10.49187,7.91787,0,,,,,299869.34,74.83337159
63,10.50031,7.91031,0.00001,,,,,299583.024,74.89356998
63.05,10.50906,7.93534,0.00001,,,,,300530.9721,74.95597944
63.1,10.51703,7.925,0,,,,,300139.3707,75.01282555
63.15,10.525,7.95847,0.00002,,,,,301406.9625,75.06967166
63.2,10.53375,7.93846,0.00001,,,,,300649.1342,75.13208112
63.25,10.54234,7.96353,0.00001,,,,,301598.5972,75.19334939
63.3,10.55,7.94295,0.00001,,,,,300819.1817,75.24798442
63.35,10.55828,7.97424,0.00001,,,,,302004.2114,75.3070416
63.4,10.56719,7.96826,0.00001,,,,,301777.734,75.37059227
63.45,10.57547,7.98075,0.00001,,,,,302250.7612,75.42964946
63.5,10.58328,7.9669,0.00001,,,,,301726.2274,75.48535436
63.55,10.59172,7.97409,0.00001,,,,,301998.5305,75.54555275
63.6,10.60062,7.98747,0.00001,,,,,302505.2643,75.60903209
63.65,10.60859,7.98705,0.00001,,,,,302489.3578,75.6658782
63.7,10.61672,8.00296,0.00001,,,,,303091.9089,75.72386551
63.75,10.62547,8.00074,0.00001,,,,,303007.832,75.78627498
63.8,10.6339,8.01855,0,,,,,303682.3408,75.84640204
63.85,10.64187,8.01904,0,,,,,303700.8983,75.90324815
63.9,10.65031,8.00838,0.00001,,,,,303297.1777,75.96344653
63.95,10.65891,8.02603,0,,,,,303965.6269,76.02478612
64,10.66687,8.01613,0.00001,,,,,303590.6894,76.0815609
64.05,10.675,8.04831,0.00001,,,,,304809.4257,76.13954821
64.1,10.6839,8.04279,0,,,,,304600.3696,76.20302756
64.15,10.69219,8.03968,0.00001,,,,,304482.5862,76.26215607
64.2,10.70015,8.05309,0.00001,,,,,304990.4561,76.31893085
64.25,10.70859,8.06198,0,,,,,305327.1424,76.37912924
64.3,10.71734,8.0717,0.00001,,,,,305695.2629,76.4415387
64.35,10.72531,8.09409,0.00001,,,,,306543.2276,76.49838481
64.4,10.73312,8.07238,0.00001,,,,,305721.0162,76.55408972
64.45,10.74203,8.08881,0.00001,,,,,306343.261,76.61764038
64.5,10.75062,8.08911,0,,,,,306354.6227,76.67890865
64.55,10.75844,8.08292,0.00001,,,,,306120.1921,76.73468488
64.6,10.76656,8.09316,0.00001,,,,,306508.0062,76.79260086
64.65,10.77562,8.12889,0,,,,,307861.1898,76.85722141
64.7,10.78406,8.10683,0.00001,,,,,307025.723,76.91741979
64.75,10.79172,8.12399,0.00001,,,,,307675.6147,76.97205482
64.8,10.80015,8.10934,0.00001,,,,,307120.7829,77.03218189
64.85,10.80906,8.13769,0.00001,,,,,308194.4676,77.09573255
64.9,10.81703,8.12202,0.00001,,,,,307601.0059,77.15257866
64.95,10.825,8.13778,0.00001,,,,,308197.8761,77.20942477
65,10.83375,8.16488,0.00001,,,,,309224.2202,77.27183424
65.05,10.84234,8.15334,0.00001,,,,,308787.1718,77.3331025
65.1,10.85015,8.15149,0.00001,,,,,308717.1078,77.38880741
65.15,10.85859,8.14599,0.00001,,,,,308508.8091,77.44900579
65.2,10.86719,8.16444,0.00001,,,,,309207.5563,77.51034538
65.25,10.87531,8.16484,0.00001,,,,,309222.7053,77.56826137
65.3,10.88344,8.18576,0.00001,,,,,310014.9975,77.62624868
65.35,10.89203,8.19313,0.00001,,,,,310294.1176,77.68751694
65.4,10.90047,8.19246,0.00001,,,,,310268.7431,77.74771533
65.45,10.90844,8.19323,0.00001,,,,,310297.9049,77.80456143
