 ,10,mm/min,,,,,Average Strain,,
Tensile strain,25.4,mm,,,,,Area,2.47811E-05,
,,,,,,,,,
Time,Extension,Load,Strain from Extensometer,,,,,,
(s),(mm),(N),(mm/mm),,,,,Stress,Strain
2.1,0.35031,0.24904,-0.00003,,,,,10049.58614,2.916189474
2.15,0.35859,0.29086,0,,,,,11737.16119,2.985117135
2.2,0.36719,0.23365,0.00001,,,,,9428.548831,3.056708666
2.25,0.37531,0.28118,0.00003,,,,,11346.54124,3.124304392
2.3,0.38328,0.27425,0,,,,,11066.89286,3.190651427
2.35,0.39203,0.27191,-0.00002,,,,,10972.46614,3.263491649
2.4,0.40047,0.26217,-0.00003,,,,,10579.42498,3.333751245
2.45,0.40844,0.29077,-0.00001,,,,,11733.5294,3.400098281
2.5,0.41687,0.30852,0.00004,,,,,12449.80049,3.470274631
2.55,0.42562,0.33162,0.00001,,,,,13381.96175,3.543114852
2.6,0.43375,0.30748,-0.00001,,,,,12407.83306,3.610793823
2.65,0.44156,0.3375,0,,,,,13619.23916,3.675808924
2.7,0.45047,0.30762,-0.00002,,,,,12413.48252,3.74998108
2.75,0.45922,0.30143,0,,,,,12163.69559,3.822821302
2.8,0.46672,0.34464,0.00002,,,,,13907.36173,3.885255777
2.85,0.475,0.38671,0.00001,,,,,15605.02512,3.954183438
2.9,0.48391,0.34083,0.00001,,,,,13753.61566,4.028355594
2.95,0.4925,0.34467,-0.00003,,,,,13908.57233,4.09986388
3,0.50016,0.3543,-0.00002,,,,,14297.17462,4.163630291
3.05,0.50844,0.35741,0.00003,,,,,14422.67339,4.232557952
3.1,0.51734,0.34998,0,,,,,14122.84836,4.306646863
3.15,0.52531,0.40806,0.00001,,,,,16466.5681,4.372993898
3.2,0.53344,0.42057,0.00001,,,,,16971.3879,4.44067287
3.25,0.54203,0.39283,-0.00003,,,,,15851.98732,4.512181155
3.3,0.55047,0.38184,-0.00001,,,,,15408.50454,4.582440752
3.35,0.55828,0.40886,0.00001,,,,,16498.85074,4.647455852
3.4,0.56687,0.39668,0,,,,,16007.34753,4.718964138
3.45,0.57562,0.44475,0.00002,,,,,17947.13072,4.791804359
3.5,0.58375,0.41303,-0.00001,,,,,16667.124,4.85948333
3.55,0.59172,0.461,-0.00002,,,,,18602.87186,4.925830366
3.6,0.60047,0.42056,0,,,,,16970.98436,4.998670587
3.65,0.60891,0.44506,-0.00001,,,,,17959.64024,5.068930183
3.7,0.61672,0.43098,0.00001,,,,,17391.46576,5.133945284
3.75,0.62516,0.46499,0.00002,,,,,18763.88154,5.20420488
3.8,0.63406,0.4606,-0.00002,,,,,18586.73054,5.278293791
3.85,0.64203,0.47619,0,,,,,19215.83851,5.344640826
3.9,0.65,0.49576,0,,,,,20005.55261,5.410987862
3.95,0.65875,0.48354,0,,,,,19512.43527,5.483828083
4,0.66734,0.48774,0.00001,,,,,19681.91914,5.555336369
4.05,0.675,0.47825,0,,,,,19298.96631,5.61910278
4.1,0.68328,0.50452,-0.00002,,,,,20359.04753,5.688030441
4.15,0.69219,0.50866,0.00001,,,,,20526.1102,5.762202597
4.2,0.70047,0.49862,0,,,,,20120.96306,5.831130258
4.25,0.70828,0.49269,0.00001,,,,,19881.66798,5.896145359
4.3,0.71687,0.52161,0.00002,,,,,21048.68545,5.967653644
4.35,0.72562,0.5129,-0.00001,,,,,20697.2082,6.040493866
4.4,0.73359,0.52611,-0.00002,,,,,21230.27531,6.106840901
4.45,0.74172,0.54002,-0.00001,,,,,21791.58973,6.174519873
4.5,0.75031,0.55698,0.00001,,,,,22475.98172,6.246028158
4.55,0.75875,0.58483,0.00003,,,,,23599.82115,6.316287755
4.6,0.76687,0.54668,0,,,,,22060.34271,6.38388348
4.65,0.77531,0.57881,-0.00003,,,,,23356.89428,6.454143076
4.7,0.78391,0.58684,-0.00001,,,,,23680.93129,6.525734608
4.75,0.79187,0.56706,0,,,,,22882.74299,6.591998398
4.8,0.8,0.6092,0.00002,,,,,24583.2311,6.659677369
4.85,0.80891,0.6062,0.00002,,,,,24462.1712,6.733849526
4.9,0.81719,0.62607,0,,,,,25263.9913,6.802777186
4.95,0.825,0.57964,-0.00002,,,,,23390.38752,6.867792287
5,0.83359,0.61091,-0.00002,,,,,24652.23525,6.939300572
5.05,0.84234,0.62016,0.00001,,,,,25025.50329,7.012140794
5.1,0.85016,0.62419,0.00002,,,,,25188.12709,7.07723914
5.15,0.85812,0.62743,0,,,,,25318.87179,7.14350293
5.2,0.86703,0.6677,0.00001,,,,,26943.89923,7.217675086
5.25,0.87562,0.66458,-0.00001,,,,,26817.99693,7.289183372
5.3,0.88344,0.65314,-0.00002,,,,,26356.35516,7.354281718
5.35,0.89156,0.64496,0.00001,,,,,26026.26516,7.421877444
5.4,0.90062,0.67209,0,,,,,27121.05022,7.49729829
5.45,0.90891,0.67315,0.00001,,,,,27163.82472,7.566309197
5.5,0.91656,0.68541,0.00001,,,,,27658.55619,7.629992362
5.55,0.92516,0.68602,-0.00004,,,,,27683.1717,7.701583893
5.6,0.93422,0.67956,0,,,,,27422.48938,7.777004739
5.65,0.94203,0.71509,0.00001,,,,,28856.24217,7.84201984
5.7,0.95,0.70737,0,,,,,28544.71469,7.908366876
5.75,0.95875,0.71846,0.00002,,,,,28992.2328,7.981207097
5.8,0.96734,0.72433,-0.00001,,,,,29229.10667,8.052715383
5.85,0.97531,0.74121,-0.00003,,,,,29910.2704,8.119062418
5.9,0.98344,0.75003,0.00001,,,,,30266.18652,8.18674139
5.95,0.99219,0.75016,-0.00001,,,,,30271.43245,8.259581611
6,1.00031,0.76344,0.00001,,,,,30807.32429,8.327177336
6.05,1.00828,0.76307,0.00002,,,,,30792.39356,8.393524372
6.1,1.01703,0.76626,-0.00001,,,,,30921.1206,8.466364593
6.15,1.02547,0.78665,-0.00001,,,,,31743.92441,8.536624189
6.2,1.03328,0.77155,0,,,,,31134.58956,8.60163929
6.25,1.04187,0.79023,-0.00002,,,,,31888.38923,8.673147575
6.3,1.05062,0.78838,0.00001,,,,,31813.73562,8.745987797
6.35,1.05875,0.80125,0.00002,,,,,32333.0826,8.813666768
6.4,1.06672,0.79805,-0.00001,,,,,32203.95204,8.880013804
6.45,1.07547,0.80374,0.00001,,,,,32433.56232,8.952854025
6.5,1.08422,0.80054,-0.00001,,,,,32304.43176,9.025694246
6.55,1.09172,0.82834,0,,,,,33426.25353,9.088128721
6.6,1.09984,0.83052,0.00002,,,,,33514.22373,9.155724447
6.65,1.10891,0.8405,-0.00001,,,,,33916.94968,9.231228539
6.7,1.11734,0.84089,-0.00001,,,,,33932.68747,9.301404889
6.75,1.125,0.85544,0.00001,,,,,34519.828,9.3651713
6.8,1.13344,0.84066,-0.00001,,,,,33923.40621,9.435430896
6.85,1.14234,0.87089,0.00001,,,,,35143.2865,9.509519807
6.9,1.15031,0.87822,0,,,,,35439.0762,9.575866843
6.95,1.15844,0.86516,-0.00001,,,,,34912.06209,9.643545814
7,1.16687,0.88361,0,,,,,35656.58049,9.713722164
7.05,1.17547,0.88182,-0.00001,,,,,35584.34808,9.785313696
7.1,1.18344,0.88521,0.00001,,,,,35721.14578,9.851660732
7.15,1.19187,0.89287,0.00002,,,,,36030.25206,9.921837082
7.2,1.20047,0.89529,0,,,,,36127.90705,9.993428614
7.25,1.20859,0.89179,-0.00001,,,,,35986.6705,10.06102434
7.3,1.21672,0.91903,-0.00001,,,,,37085.89442,10.12870331
7.35,1.22562,0.92447,0,,,,,37305.41638,10.20279222
7.4,1.23391,0.92063,0.00001,,,,,37150.4597,10.27180313
7.45,1.24172,0.93425,0.00001,,,,,37700.07167,10.33681823
7.5,1.25031,0.93746,0,,,,,37829.60576,10.40832651
7.55,1.25906,0.95934,0,,,,,38712.536,10.48116674
7.6,1.26687,0.95247,0,,,,,38435.30882,10.54618184
7.65,1.275,0.96203,0,,,,,38821.08638,10.61386081
7.7,1.28375,0.98261,0.00001,,,,,39651.55731,10.68670103
7.75,1.29234,0.97299,0,,,,,39263.35856,10.75820931
7.8,1.3,0.98004,0,,,,,39547.84933,10.82197572
7.85,1.30828,0.96877,0,,,,,39093.06763,10.89090339
7.9,1.31719,0.98771,0,,,,,39857.35915,10.96507554
7.95,1.32547,1.00795,0,,,,,40674.10997,11.0340032
8,1.33328,1.02273,0.00001,,,,,41270.53176,11.0990183
8.05,1.34172,1.01561,0.00001,,,,,40983.21625,11.1692779
8.1,1.35062,1.02115,0,,,,,41206.77354,11.24336681
8.15,1.35859,1.03192,0,,,,,41641.3786,11.30971385
8.2,1.36672,1.03755,-0.00001,,,,,41868.56768,11.37739282
8.25,1.37547,1.04493,0,,,,,42166.37505,11.45023304
8.3,1.38391,1.02727,0.00001,,,,,41453.73575,11.52049263
8.35,1.39187,1.06066,0.00001,,,,,42801.13248,11.58675642
8.4,1.40031,1.08751,0,,,,,43884.61861,11.65701602
8.45,1.40891,1.07749,0,,,,,43480.27853,11.72860755
8.5,1.41687,1.07388,-0.00001,,,,,43334.60312,11.79487134
8.55,1.425,1.07573,-0.00001,,,,,43409.25672,11.86255031
8.6,1.43391,1.07185,0,,,,,43252.68592,11.93672247
8.65,1.44219,1.08764,0,,,,,43889.86454,12.00565013
8.7,1.45,1.10763,0.00002,,,,,44696.52703,12.07066523
8.75,1.45859,1.12449,0,,,,,45376.88369,12.14217352
8.8,1.46734,1.09566,-0.00002,,,,,44213.49802,12.21501374
8.85,1.47531,1.10976,0,,,,,44782.47957,12.28136077
8.9,1.48312,1.12473,0,,,,,45386.56848,12.34637587
8.95,1.49203,1.13082,0.00001,,,,,45632.32009,12.42054803
9,1.50078,1.13669,0,,,,,45869.19397,12.49338825
9.05,1.50844,1.15362,-0.00001,,,,,46552.37536,12.55715466
9.1,1.51656,1.15332,-0.00001,,,,,46540.26937,12.62475039
9.15,1.52562,1.15169,0,,,,,46474.49349,12.70017123
9.2,1.53406,1.17327,0.00001,,,,,47345.31773,12.77043083
9.25,1.54156,1.16267,0.00001,,,,,46917.57273,12.83286531
9.3,1.55016,1.16818,-0.00001,,,,,47139.91942,12.90445684
9.35,1.55906,1.19958,0,,,,,48407.01308,12.97854575
9.4,1.56703,1.21343,-0.00001,,,,,48965.9063,13.04489278
9.45,1.575,1.19194,-0.00001,,,,,48098.71386,13.11123982
9.5,1.58375,1.20922,0.00001,,,,,48796.0189,13.18408004
9.55,1.59234,1.21848,0.00001,,,,,49169.69047,13.25558833
9.6,1.60016,1.21884,0,,,,,49184.21766,13.32068667
9.65,1.60859,1.21691,0,,,,,49106.33579,13.39086302
9.7,1.61719,1.23483,-0.00001,,,,,49829.46695,13.46245456
9.75,1.62531,1.25551,0,,,,,50663.97322,13.53005028
9.8,1.63328,1.23781,0,,,,,49949.71979,13.59639732
9.85,1.64203,1.25436,0,,,,,50617.56692,13.66923754
9.9,1.65047,1.25486,0,,,,,50637.74357,13.73949713
9.95,1.65844,1.24746,0,,,,,50339.12914,13.80584417
10,1.66687,1.26017,0,,,,,50852.0196,13.87602052
10.05,1.67562,1.28731,0,,,,,51947.2082,13.94886074
10.1,1.68375,1.27428,0.00001,,,,,51421.40468,14.01653971
10.15,1.69156,1.28964,0,,,,,52041.23139,14.08155481
10.2,1.70047,1.29924,-0.00001,,,,,52428.62308,14.15572697
10.25,1.70922,1.31635,0,,,,,53119.06806,14.22856719
10.3,1.71687,1.28461,0,,,,,51838.25428,14.29225036
10.35,1.725,1.30938,-0.00001,,,,,52837.80556,14.35992933
10.4,1.73391,1.32697,0.00001,,,,,53547.62012,14.43410148
10.45,1.74234,1.33299,0,,,,,53790.547,14.50427783
10.5,1.75,1.32212,-0.00001,,,,,53351.90661,14.56804424
10.55,1.75859,1.33801,0,,,,,53993.12057,14.63955253
10.6,1.76734,1.34161,-0.00001,,,,,54138.39245,14.71239275
10.65,1.77547,1.36279,0,,,,,54993.07537,14.78007172
10.7,1.78328,1.35248,0.00001,,,,,54577.03284,14.84508682
10.75,1.79203,1.36826,0,,,,,55213.80793,14.91792704
10.8,1.80047,1.36599,0.00001,,,,,55122.20594,14.98818664
10.85,1.80844,1.36533,0,,,,,55095.57276,15.05453368
10.9,1.81687,1.39079,-0.00001,,,,,56122.96781,15.12471003
10.95,1.82547,1.39445,0,,,,,56270.66089,15.19630156
11,1.83359,1.39886,0,,,,,56448.61895,15.26389728
11.05,1.84172,1.42455,0,,,,,57485.29526,15.33157625
11.1,1.85047,1.41793,0,,,,,57218.1564,15.40441648
11.15,1.85891,1.41045,-0.00001,,,,,56916.31371,15.47467607
11.2,1.86672,1.41414,0,,,,,57065.21739,15.53969117
11.25,1.87516,1.44585,0.00001,,,,,58344.82057,15.60995077
11.3,1.88406,1.47,0,,,,,59319.3528,15.68403968
11.35,1.89203,1.4415,-0.00001,,,,,58169.28371,15.75038672
11.4,1.9,1.46651,0,,,,,59178.51978,15.81673375
11.45,1.90875,1.4502,0,,,,,58520.35743,15.88957397
11.5,1.91734,1.47351,0.00001,,,,,59460.99288,15.96108226
11.55,1.925,1.48593,-0.00001,,,,,59962.18089,16.02484867
11.6,1.93328,1.46639,0,,,,,59173.67738,16.09377633
11.65,1.94203,1.49415,0.00002,,,,,60293.88502,16.16661655
11.7,1.95047,1.50816,0,,,,,60859.23477,16.23687615
11.75,1.95844,1.50835,-0.00002,,,,,60866.9019,16.30322318
11.8,1.96687,1.49806,0.00001,,,,,60451.66643,16.37339953
11.85,1.97562,1.514,0,,,,,61094.89805,16.44623975
11.9,1.98344,1.49555,0,,,,,60350.37964,16.5113381
11.95,1.99172,1.52041,0.00001,,,,,61353.56271,16.58026576
12,2.00031,1.5376,-0.00001,,,,,62047.23596,16.65177405
12.05,2.00891,1.5516,0.00002,,,,,62612.18218,16.72336558
12.1,2.01687,1.52587,0,,,,,61573.89174,16.78962937
12.15,2.02531,1.53616,-0.00002,,,,,61989.12721,16.85988897
12.2,2.03391,1.55798,0.00003,,,,,62869.63624,16.9314805
12.25,2.04187,1.53616,-0.00001,,,,,61989.12721,16.99774429
12.3,2.05,1.57887,-0.00002,,,,,63712.6167,17.06542326
12.35,2.05875,1.56949,0.00003,,,,,63334.10274,17.13826348
12.4,2.06719,1.58334,-0.00001,,,,,63892.99596,17.20852308
12.45,2.075,1.57961,0,,,,,63742.47814,17.27353818
12.5,2.08359,1.60436,0.00002,,,,,64741.22235,17.34504646
12.55,2.09234,1.60803,-0.00001,,,,,64889.31897,17.41788668
12.6,2.10016,1.6142,0,,,,,65138.29883,17.48298503
12.65,2.10812,1.60912,0,,,,,64933.30406,17.54924882
12.7,2.11703,1.60318,-0.00002,,,,,64693.60545,17.62342098
12.75,2.12562,1.62073,0.00003,,,,,65401.80589,17.69492926
12.8,2.13344,1.63389,0,,,,,65932.85534,17.76002761
12.85,2.14156,1.63143,-0.00002,,,,,65833.58621,17.82762333
12.9,2.15062,1.65059,0.00003,,,,,66606.75547,17.90304418
12.95,2.15906,1.67323,-0.00001,,,,,67520.35421,17.97330378
13,2.16672,1.64294,-0.00002,,,,,66298.05271,18.03707019
13.05,2.17516,1.6726,0.00002,,,,,67494.93163,18.10732978
13.1,2.18406,1.69818,-0.00001,,,,,68527.16907,18.18141869
13.15,2.19203,1.67789,0,,,,,67708.40059,18.24776573
13.2,2.2,1.7135,0.00001,,,,,69145.38165,18.31411276
13.25,2.20875,1.67938,-0.00002,,,,,67768.52701,18.38695299
13.3,2.21734,1.71008,0.00003,,,,,69007.37336,18.45846127
13.35,2.22516,1.68785,0,,,,,68110.31947,18.52355962
13.4,2.23344,1.70046,-0.00003,,,,,68619.1746,18.59248728
13.45,2.24219,1.72306,0.00003,,,,,69531.15921,18.6653275
13.5,2.25031,1.73581,-0.00002,,,,,70045.6638,18.73292323
13.55,2.25828,1.71619,-0.00002,,,,,69253.93203,18.79927026
13.6,2.26703,1.76179,0.00004,,,,,71094.04256,18.87211048
13.65,2.27562,1.7436,-0.00001,,,,,70360.01601,18.94361877
13.7,2.28344,1.75509,0,,,,,70823.67544,19.00871711
13.75,2.29187,1.76879,0.00002,,,,,71376.51567,19.07889346
13.8,2.30062,1.76138,-0.00002,,,,,71077.49771,19.15173369
13.85,2.30875,1.79152,0.00001,,,,,72293.74621,19.21941266
13.9,2.31672,1.77429,0,,,,,71598.45883,19.28575969
13.95,2.32531,1.77624,-0.00001,,,,,71677.14776,19.35726798
14,2.33422,1.80536,0.00002,,,,,72852.2359,19.43144014
14.05,2.34172,1.79428,-0.00001,,,,,72405.12132,19.49387461
14.1,2.35,1.79229,-0.00001,,,,,72324.81825,19.56280227
14.15,2.35891,1.80936,0.00002,,,,,73013.6491,19.63697443
14.2,2.36734,1.80543,-0.00001,,,,,72855.06063,19.70715078
14.25,2.37516,1.79316,0,,,,,72359.92562,19.77224912
14.3,2.38344,1.83302,0.00001,,,,,73968.40821,19.84117679
14.35,2.39234,1.84132,-0.00001,,,,,74303.34061,19.9152657
14.4,2.40031,1.83175,0,,,,,73917.15951,19.98161273
14.45,2.40828,1.84145,0,,,,,74308.58654,20.04795977
14.5,2.41703,1.83289,0,,,,,73963.16228,20.12079999
14.55,2.42547,1.86346,0,,,,,75196.7627,20.19105958
14.6,2.43344,1.84995,0,,,,,74651.5896,20.25740662
14.65,2.44187,1.88307,0,,,,,75988.09093,20.32758297
14.7,2.45047,1.87477,0,,,,,75653.15853,20.3991745
14.75,2.45859,1.86953,0,,,,,75441.70724,20.46677023
14.8,2.46672,1.88625,0,,,,,76116.41443,20.5344492
14.85,2.47547,1.91178,0,,,,,77146.63421,20.60728942
14.9,2.48391,1.89823,0,,,,,76599.84698,20.67754902
14.95,2.49172,1.90478,0,,,,,76864.1611,20.74256412
15,2.50031,1.91486,0,,,,,77270.92238,20.8140724
15.05,2.50906,1.92428,0,,,,,77651.05048,20.88691262
15.1,2.51687,1.92209,0,,,,,77562.67675,20.95192772
15.15,2.525,1.93759,0,,,,,78188.15292,21.0196067
15.2,2.53375,1.92687,0,,,,,77755.56553,21.09244692
15.25,2.54234,1.97187,0,,,,,79571.46408,21.1639552
15.3,2.55,1.95034,0,,,,,78702.65751,21.22772161
15.35,2.55828,1.97326,0,,,,,79627.55517,21.29664927
15.4,2.56734,1.95959,0,,,,,79075.92554,21.37207012
15.45,2.57547,1.97205,0,,,,,79578.72768,21.43974909
15.5,2.58328,1.97777,0,,,,,79809.54856,21.50476419
15.55,2.59172,2.01722,0,,,,,81401.48629,21.57502379
15.6,2.60047,1.98698,0.00001,,,,,80181.20246,21.64786401
15.65,2.60859,2.0118,0,,,,,81182.7714,21.71545973
15.7,2.61672,2.01881,0,,,,,81465.64804,21.78313871
15.75,2.62531,2.00115,0.00001,,,,,80753.00874,21.85464699
15.8,2.63391,2.02671,0,,,,,81784.43912,21.92623852
15.85,2.64187,2.01192,0,,,,,81187.6138,21.99250231
15.9,2.65031,2.01156,0,,,,,81173.08661,22.06276191
15.95,2.65891,2.0325,-0.00001,,,,,82018.08474,22.13435344
16,2.66687,2.03524,0,,,,,82128.65278,22.20061723
16.05,2.675,2.04484,0,,,,,82516.04447,22.2682962
16.1,2.68391,2.04648,0,,,,,82582.22389,22.34246836
16.15,2.69219,2.07216,0.00001,,,,,83618.49666,22.41139602
16.2,2.70016,2.06785,0,,,,,83444.57393,22.47774306
16.25,2.70859,2.08607,0,,,,,84179.81108,22.54791941
16.3,2.71734,2.08416,0.00001,,,,,84102.73628,22.62075963
16.35,2.72516,2.08817,0,,,,,84264.55301,22.68585797
16.4,2.73312,2.09512,0,,,,,84545.00846,22.75212176
16.45,2.74203,2.10798,0,,,,,85063.95191,22.82629392
16.5,2.75062,2.10472,0,,,,,84932.40015,22.89780221
16.55,2.75844,2.13353,0,,,,,86094.97876,22.96290055
16.6,2.76656,2.13018,0,,,,,85959.7952,23.03049628
16.65,2.77562,2.11795,0,,,,,85466.27432,23.10591712
16.7,2.78406,2.15393,0,,,,,86918.1861,23.17617672
16.75,2.79172,2.12884,0,,,,,85905.72178,23.23994313
16.8,2.80016,2.16422,0,,,,,87333.42157,23.31020273
16.85,2.80906,2.16086,0,,,,,87197.83448,23.38429164
16.9,2.81703,2.15885,0,,,,,87116.72434,23.45063867
16.95,2.825,2.14714,0,,,,,86644.18719,23.51698571
17,2.83359,2.17156,0,,,,,87629.6148,23.58849399
17.05,2.84234,2.17887,0,,,,,87924.59744,23.66133422
17.1,2.85016,2.18072,0,,,,,87999.25104,23.72643256
17.15,2.85859,2.19047,0,,,,,88392.69573,23.79660891
17.2,2.86719,2.21237,0,,,,,89276.43303,23.86820044
17.25,2.87531,2.20202,0,,,,,88858.77636,23.93579617
17.3,2.88328,2.21387,0,,,,,89336.96298,24.00214321
17.35,2.89203,2.22446,0,,,,,89764.30444,24.07498343
17.4,2.90047,2.21844,0,,,,,89521.37756,24.14524302
17.45,2.90844,2.23791,0,,,,,90307.05634,24.21159006
17.5,2.91687,2.23062,0,,,,,90012.88077,24.28176641
17.55,2.92562,2.24191,0,,,,,90468.46954,24.35460663
17.6,2.93375,2.24173,0,,,,,90461.20595,24.4222856
17.65,2.94172,2.25781,0,,,,,91110.08703,24.48863264
17.7,2.95031,2.26281,0,,,,,91311.85354,24.56014092
17.75,2.95906,2.25389,0,,,,,90951.90209,24.63298114
17.8,2.96672,2.26252,0,,,,,91300.15108,24.69674755
17.85,2.975,2.28573,0,,,,,92236.7512,24.76567522
17.9,2.98375,2.28249,0,,,,,92106.00651,24.83851544
17.95,2.99234,2.28759,0,,,,,92311.80834,24.91002372
18,3.00016,2.31487,0,,,,,93412.6464,24.97512207
18.05,3.00859,2.30276,0,,,,,92923.96792,25.04529842
18.1,3.01719,2.28859,0,,,,,92352.16165,25.11688995
18.15,3.02531,2.30929,0,,,,,93187.47498,25.18448568
18.2,3.03328,2.32153,0,,,,,93681.39939,25.25083271
18.25,3.04187,2.32531,0,,,,,93833.93487,25.322341
18.3,3.05047,2.33032,0,,,,,94036.10491,25.39393253
18.35,3.05844,2.34755,0,,,,,94731.39229,25.46027957
18.4,3.06672,2.35151,0,,,,,94891.19136,25.52920723
18.45,3.07547,2.35866,-0.00001,,,,,95179.71746,25.60204745
18.5,3.08359,2.34762,0,,,,,94734.21702,25.66964317
18.55,3.09172,2.37979,0,,,,,96032.38272,25.73732214
18.6,3.10047,2.38937,-0.00001,,,,,96418.96734,25.81016236
18.65,3.10891,2.36405,0,,,,,95397.22176,25.88042196
18.7,3.11672,2.38426,0,,,,,96212.76197,25.94543706
18.75,3.12531,2.36534,-0.00001,,,,,95449.27751,26.01694535
18.8,3.13406,2.40461,0.00001,,,,,97033.95165,26.08978557
18.85,3.14203,2.39148,0,,,,,96504.11281,26.1561326
18.9,3.15,2.41487,0,,,,,97447.97652,26.22247964
18.95,3.15875,2.44083,0.00001,,,,,98495.54822,26.29531986
19,3.1675,2.41463,0,,,,,97438.29173,26.36816008
19.05,3.175,2.44621,0,,,,,98712.64898,26.43059456
19.1,3.18328,2.42309,0,,,,,97779.68066,26.49952222
19.15,3.19219,2.45692,0,,,,,99144.83284,26.57369438
19.2,3.20047,2.445,0,,,,,98663.82149,26.64262204
19.25,3.20828,2.45021,0,,,,,98874.06219,26.70763714
19.3,3.21687,2.47306,0,,,,,99796.13512,26.77914542
19.35,3.22562,2.46281,0,,,,,99382.51378,26.85198564
19.4,3.23359,2.47043,0,,,,,99690.00594,26.91833268
19.45,3.24172,2.48585,0,,,,,100312.2538,26.98601165
19.5,3.25031,2.49257,0,,,,,100583.428,27.05751994
19.55,3.25891,2.49063,0,,,,,100505.1426,27.12911147
19.6,3.26687,2.50656,0,,,,,101147.9707,27.19537526
19.65,3.27531,2.50367,0,,,,,101031.3497,27.26563485
19.7,3.28391,2.50492,0,,,,,101081.7913,27.33722639
19.75,3.29187,2.53699,0,,,,,102375.9217,27.40349018
19.8,3.3,2.52575,0,,,,,101922.3506,27.47116915
19.85,3.30891,2.52712,0,,,,,101977.6346,27.5453413
19.9,3.31719,2.53249,0,,,,,102194.3318,27.61426896
19.95,3.32516,2.53691,0,,,,,102372.6934,27.680616
20,3.33359,2.55591,0,,,,,103139.4061,27.75079235
20.05,3.34234,2.56961,0,,,,,103692.2464,27.82363257
20.1,3.35031,2.56172,0,,,,,103373.8588,27.88997961
20.15,3.35828,2.55543,0,,,,,103120.0365,27.95632664
20.2,3.36703,2.58708,0,,,,,104397.2185,28.02916686
20.25,3.37562,2.58018,0,,,,,104118.7807,28.10067515
20.3,3.38344,2.60518,0,,,,,105127.6133,28.1657735
20.35,3.39156,2.60412,0,,,,,105084.8388,28.23336922
20.4,3.40062,2.61552,0,,,,,105544.8664,28.30879007
