Crosshead speed,10,mm/min,,,,,,,
Tensile strain,25.4,mm,,,,,Area,2.05629E-05,
,,,,,,,,,
Time,Extension,Load,Strain from Extensometer,,,,,,
(s),(mm),(N),(mm/mm),,,,,Stress,Strain
42.9,-3.83797,1.58626,0,,,,,77141.99289,-72.5632569
42.95,-3.83,1.59271,0,,,,,77455.66521,-72.41257069
43,-3.82156,1.60562,0,,,,,78083.49617,-72.25299834
43.05,-3.81297,1.57649,0,,,,,76666.86443,-72.09058999
43.1,-3.80484,1.58792,0,,,,,77222.72096,-71.93687871
43.15,-3.79672,1.59561,0,,,,,77596.69618,-71.7833565
43.2,-3.78797,1.5987,-0.00001,,,,,77746.9671,-71.61792308
43.25,-3.77953,1.59938,0,,,,,77780.03643,-71.45835073
43.3,-3.77172,1.59738,0,,,,,77682.7737,-71.31068959
43.35,-3.76312,1.62484,0,,,,,79018.19105,-71.14809217
43.4,-3.75437,1.61007,0,,,,,78299.90575,-70.98265875
43.45,-3.74656,1.6208,-0.00001,,,,,78821.72032,-70.83499761
43.5,-3.73844,1.60975,0,,,,,78284.34371,-70.6814754
43.55,-3.72969,1.61344,0,,,,,78463.79346,-70.51604198
43.6,-3.72109,1.62108,0,,,,,78835.33711,-70.35344456
43.65,-3.71344,1.61046,0,,,,,78318.87199,-70.20880849
43.7,-3.70516,1.61009,0,,,,,78300.87838,-70.0522612
43.75,-3.69625,1.60924,0,,,,,78259.54172,-69.88380272
43.8,-3.68812,1.62672,0,,,,,79109.61802,-69.73009144
43.85,-3.68016,1.62918,0,,,,,79229.25118,-69.57959429
43.9,-3.67172,1.63696,0,,,,,79607.60322,-69.42002195
43.95,-3.66297,1.63027,0,,,,,79282.25937,-69.25458853
44,-3.655,1.6311,0,,,,,79322.62341,-69.10390232
44.05,-3.64672,1.62575,0,,,,,79062.44559,-68.94735503
44.1,-3.63797,1.62923,0,,,,,79231.68275,-68.78192162
44.15,-3.62969,1.62499,0,,,,,79025.48575,-68.62537434
44.2,-3.62156,1.62194,0,,,,,78877.16008,-68.47166306
44.25,-3.61313,1.61525,0,,,,,78551.81624,-68.31227977
44.3,-3.60469,1.64796,0,,,,,80142.54826,-68.15270742
44.35,-3.59656,1.64729,0,,,,,80109.96525,-67.99899615
44.4,-3.58828,1.63529,0,,,,,79526.38884,-67.84244886
44.45,-3.57953,1.64163,0,,,,,79834.71171,-67.67701545
44.5,-3.57125,1.63807,0,,,,,79661.58404,-67.52046817
44.55,-3.56344,1.65898,0,,,,,80678.46593,-67.37280702
44.6,-3.55484,1.65315,0,,,,,80394.94506,-67.21020961
44.65,-3.54609,1.64091,0,,,,,79799.69712,-67.04477619
44.7,-3.53828,1.64032,0,,,,,79771.00462,-66.89711504
44.75,-3.53031,1.65524,0,,,,,80496.58462,-66.74642883
44.8,-3.52141,1.6535,0,,,,,80411.96604,-66.57815941
44.85,-3.51281,1.64203,0,,,,,79854.16426,-66.415562
44.9,-3.50516,1.65717,0,,,,,80590.44316,-66.27092592
44.95,-3.49672,1.66235,0,,,,,80842.35364,-66.11135357
45,-3.48781,1.65945,0,,,,,80701.32268,-65.94289508
45.05,-3.47953,1.66733,-0.00001,,,,,81084.53785,-65.7863478
45.1,-3.47172,1.67278,0,,,,,81349.5788,-65.63868666
45.15,-3.46312,1.67317,0,,,,,81368.54504,-65.47608924
45.2,-3.45438,1.66224,0,,,,,80837.00419,-65.31084489
45.25,-3.44656,1.66664,0,,,,,81050.98221,-65.16299468
45.3,-3.43844,1.67093,0,,,,,81259.61077,-65.00947247
45.35,-3.42953,1.66876,0,,,,,81154.08071,-64.84101398
45.4,-3.42109,1.66842,0,,,,,81137.54604,-64.68144163
45.45,-3.41328,1.68786,-0.00001,,,,,82082.93982,-64.53378049
45.5,-3.405,1.66989,0,,,,,81209.03415,-64.37723321
45.55,-3.39625,1.6971,0,,,,,82532.29366,-64.21179979
45.6,-3.38828,1.67448,0,,,,,81432.25213,-64.06111358
45.65,-3.38,1.68405,0,,,,,81897.65431,-63.9045663
45.7,-3.37125,1.6709,0,,,,,81258.15183,-63.73913288
45.75,-3.36297,1.68114,0,,,,,81756.13704,-63.5825856
45.8,-3.35516,1.69452,0,,,,,82406.82473,-63.43492446
45.85,-3.34656,1.70005,0,,,,,82675.75619,-63.27232704
45.9,-3.33766,1.69534,0,,,,,82446.70245,-63.10405762
45.95,-3.32984,1.69854,0,,,,,82602.32283,-62.95620741
46,-3.32188,1.68552,0,,,,,81969.14242,-62.80571027
46.05,-3.31297,1.7044,0,,,,,82887.30264,-62.63725178
46.1,-3.30438,1.6883,0,,,,,82104.33763,-62.47484343
46.15,-3.29672,1.7019,0,,,,,82765.72422,-62.33001829
46.2,-3.28844,1.69539,0,,,,,82449.13402,-62.17347101
46.25,-3.27953,1.70808,-0.00001,,,,,83066.26607,-62.00501252
46.3,-3.27125,1.72142,0,,,,,83715.00852,-61.84846524
46.35,-3.26344,1.70495,-0.00001,,,,,82914.04989,-61.7008041
46.4,-3.25484,1.69644,0,,,,,82500.19696,-61.53820668
46.45,-3.24625,1.71269,0,,,,,83290.45668,-61.37579833
46.5,-3.23828,1.71637,0,,,,,83469.42011,-61.22511212
46.55,-3.23,1.70761,0,,,,,83043.40933,-61.06856484
46.6,-3.22141,1.71569,0,,,,,83436.35078,-60.90615649
46.65,-3.21312,1.70253,0,,,,,82796.36198,-60.74942014
46.7,-3.205,1.71677,0,,,,,83488.87266,-60.59589793
46.75,-3.19656,1.72439,0,,,,,83859.44368,-60.43632558
46.8,-3.18813,1.71468,0,,,,,83387.2331,-60.2769423
46.85,-3.18,1.71562,0,,,,,83432.94658,-60.12323102
46.9,-3.17156,1.72229,0,,,,,83757.31781,-59.96365867
46.95,-3.16281,1.73407,0,,,,,84330.19531,-59.79822525
47,-3.15469,1.7149,0,,,,,83397.932,-59.64470304
47.05,-3.14672,1.72871,0,,,,,84069.53118,-59.49401682
47.1,-3.13812,1.73184,0,,,,,84221.74736,-59.33141941
47.15,-3.12953,1.73679,0,,,,,84462.47263,-59.16901106
47.2,-3.12156,1.72947,0,,,,,84106.49102,-59.01832485
47.25,-3.11344,1.7255,0,,,,,83913.42449,-58.86480263
47.3,-3.10469,1.72827,0,,,,,84048.13338,-58.69936921
47.35,-3.09609,1.72685,0,,,,,83979.07684,-58.5367718
47.4,-3.08844,1.73052,0,,,,,84157.55396,-58.39213572
47.45,-3.08,1.74082,0,,,,,84658.45704,-58.23256337
47.5,-3.07125,1.76015,0,,,,,85598.50138,-58.06712996
47.55,-3.06313,1.74823,0,,,,,85018.81548,-57.91360774
47.6,-3.05516,1.74783,0,,,,,84999.36293,-57.76292153
47.65,-3.04656,1.73771,0,,,,,84507.21349,-57.60032411
47.7,-3.03797,1.74953,0,,,,,85082.03625,-57.43791576
47.75,-3.03,1.74116,0,,,,,84674.99171,-57.28722955
47.8,-3.02172,1.77034,0,,,,,86094.05501,-57.13068227
47.85,-3.01297,1.74971,0,,,,,85090.7899,-56.96524885
47.9,-3.00469,1.77943,0,,,,,86536.11414,-56.80870157
47.95,-2.99672,1.76404,0,,,,,85787.6774,-56.65801536
48,-2.98812,1.76026,0,,,,,85603.85083,-56.49541794
48.05,-2.97953,1.77483,0,,,,,86312.40985,-56.33300959
48.1,-2.97156,1.75838,0,,,,,85512.42386,-56.18232338
48.15,-2.96328,1.76425,0,,,,,85797.88998,-56.0257761
48.2,-2.95453,1.76813,0,,,,,85986.57969,-55.86034268
48.25,-2.94625,1.75144,0,,,,,85174.92217,-55.7037954
48.3,-2.93844,1.77288,0,,,,,86217.57868,-55.55613426
48.35,-2.92984,1.74451,0,,,,,84837.90679,-55.39353684
48.4,-2.92125,1.76826,0,,,,,85992.90177,-55.23112849
48.45,-2.91328,1.76241,0,,,,,85708.40827,-55.08044228
48.5,-2.90531,1.77567,0,,,,,86353.2602,-54.92975607
48.55,-2.89625,1.79152,0,,,,,87124.06737,-54.75846158
48.6,-2.88781,1.7911,0,,,,,87103.6422,-54.59888923
48.65,-2.88,1.77735,0,,,,,86434.9609,-54.45122809
48.7,-2.87172,1.78659,0,,,,,86884.31473,-54.29468081
48.75,-2.86266,1.80127,0,,,,,87598.2232,-54.12338632
48.8,-2.85453,1.77587,0,,,,,86362.98647,-53.96967504
48.85,-2.84687,1.79114,0,,,,,87105.58745,-53.8248499
48.9,-2.83828,1.79155,0,,,,,87125.52631,-53.66244155
48.95,-2.82938,1.77369,0,,,,,86256.97009,-53.49417213
49,-2.82156,1.79758,0,,,,,87418.77346,-53.34632192
49.05,-2.81344,1.79577,0,,,,,87330.75068,-53.19279971
49.1,-2.80453,1.80547,0,,,,,87802.47495,-53.02434122
49.15,-2.79609,1.7929,0,,,,,87191.17866,-52.86476887
49.2,-2.78828,1.79347,0,,,,,87218.89854,-52.71710773
49.25,-2.78,1.81592,0,,,,,88310.67274,-52.56056045
49.3,-2.77125,1.80398,0,,,,,87730.01421,-52.39512703
49.35,-2.76328,1.80824,0,,,,,87937.18384,-52.24444082
49.4,-2.75516,1.80896,-0.00001,,,,,87972.19842,-52.09091861
49.45,-2.74641,1.81857,0,,,,,88439.54586,-51.92548519
49.5,-2.73797,1.80209,0,,,,,87638.10093,-51.76591284
49.55,-2.73016,1.80845,-0.00001,,,,,87947.39642,-51.6182517
49.6,-2.72156,1.79784,0,,,,,87431.41761,-51.45565428
49.65,-2.71281,1.81579,0,,,,,88304.35066,-51.29022086
49.7,-2.70469,1.80616,0,,,,,87836.03059,-51.13669865
49.75,-2.69672,1.83097,0,,,,,89042.57482,-50.98601244
49.8,-2.68797,1.82237,0,,,,,88624.34506,-50.82057902
49.85,-2.67937,1.80768,0,,,,,87909.95027,-50.6579816
49.9,-2.67172,1.82141,0,,,,,88577.65894,-50.51334553
49.95,-2.66344,1.81373,0,,,,,88204.17004,-50.35679824
50,-2.65438,1.81609,0,,,,,88318.94007,-50.18550376
50.05,-2.64625,1.83626,0,,,,,89299.83475,-50.03179248
50.1,-2.63859,1.84603,0,,,,,89774.96321,-49.88696734
50.15,-2.63,1.83686,0,,,,,89329.01357,-49.72455898
50.2,-2.62125,1.82976,0,,,,,88983.73086,-49.55912557
50.25,-2.61313,1.82303,0,,,,,88656.44176,-49.40560335
50.3,-2.60516,1.83746,0,,,,,89358.19239,-49.25491714
50.35,-2.59641,1.8382,0,,,,,89394.1796,-49.08948372
50.4,-2.58812,1.83653,0,,,,,89312.96522,-48.93274738
50.45,-2.58,1.85975,0,,,,,90442.18557,-48.77922516
50.5,-2.57156,1.82767,0,,,,,88882.0913,-48.61965281
50.55,-2.56297,1.83833,0,,,,,89400.50168,-48.45724446
50.6,-2.55484,1.8422,0,,,,,89588.70507,-48.30353319
50.65,-2.54656,1.85179,0,,,,,90055.07989,-48.1469859
50.7,-2.53781,1.84719,0,,,,,89831.3756,-47.98155249
50.75,-2.52969,1.84072,0,,,,,89516.73065,-47.82803027
50.8,-2.52172,1.86629,0,,,,,90760.23471,-47.67734406
50.85,-2.51313,1.84243,0,,,,,89599.89029,-47.51493571
50.9,-2.50453,1.84569,0,,,,,89758.42855,-47.35233829
50.95,-2.49656,1.86022,0,,,,,90465.04231,-47.20165208
51,-2.48844,1.8544,0,,,,,90182.00776,-47.04812987
51.05,-2.47969,1.87229,0,,,,,91052.02292,-46.88269645
51.1,-2.47109,1.84983,0,,,,,89959.76241,-46.72009903
51.15,-2.46344,1.87195,0,,,,,91035.48825,-46.57546296
51.2,-2.45516,1.87201,0,,,,,91038.40614,-46.41891568
51.25,-2.44625,1.84595,0,,,,,89771.0727,-46.25045719
51.3,-2.43828,1.89267,0,,,,,92043.13019,-46.09977098
51.35,-2.43016,1.85892,0,,,,,90401.82154,-45.94624877
51.4,-2.42156,1.88547,0,,,,,91692.98434,-45.78365135
51.45,-2.41281,1.87635,0,,,,,91249.46627,-45.61821793
51.5,-2.405,1.86987,0,,,,,90934.33501,-45.47055679
51.55,-2.39672,1.86245,0,,,,,90573.49026,-45.31400951
51.6,-2.38797,1.86332,0,,,,,90615.79955,-45.14857609
51.65,-2.37969,1.86072,0,,,,,90489.358,-44.99202881
51.7,-2.37156,1.8889,0,,,,,91859.78993,-44.83831753
51.75,-2.36313,1.87028,0,,,,,90954.27387,-44.67893425
51.8,-2.35453,1.87217,0,,,,,91046.18715,-44.51633683
51.85,-2.34656,1.86483,0,,,,,90689.23292,-44.36565062
51.9,-2.33828,1.88865,0,,,,,91847.63209,-44.20910334
51.95,-2.32969,1.87652,0,,,,,91257.7336,-44.04669499
52,-2.32141,1.88185,0,,,,,91516.93879,-43.89014771
52.05,-2.31344,1.8926,0,,,,,92039.72599,-43.7394615
52.1,-2.30484,1.88872,0,,,,,91851.03629,-43.57686408
52.15,-2.29609,1.88254,0,,,,,91550.49444,-43.41143066
52.2,-2.28828,1.89074,0,,,,,91949.27165,-43.26376952
52.25,-2.28031,1.8977,0,,,,,92287.74597,-43.11308331
52.3,-2.27141,1.90911,0,,,,,92842.62987,-42.94481389
52.35,-2.26281,1.87954,0,,,,,91404.60033,-42.78221647
52.4,-2.25516,1.90973,0,,,,,92872.78132,-42.6375804
52.45,-2.24672,1.88901,0,,,,,91865.13938,-42.47800805
52.5,-2.23781,1.88827,0,,,,,91829.15217,-42.30954956
52.55,-2.22969,1.89756,0,,,,,92280.93757,-42.15602735
52.6,-2.22203,1.89868,0,,,,,92335.40471,-42.01120221
52.65,-2.21313,1.91002,0,,,,,92886.88441,-41.84293279
52.7,-2.20438,1.90799,0,,,,,92788.16274,-41.67749937
52.75,-2.19656,1.92334,0,,,,,93534.65423,-41.52964916
52.8,-2.18844,1.91715,0,,,,,93233.62606,-41.37612694
52.85,-2.17969,1.91482,0,,,,,93120.31498,-41.21069353
52.9,-2.17109,1.91641,0,,,,,93197.63885,-41.04809611
52.95,-2.16344,1.91963,0,,,,,93354.23185,-40.90346003
53,-2.155,1.91228,0,,,,,92996.7913,-40.74388769
53.05,-2.14625,1.91686,0,,,,,93219.52297,-40.57845427
53.1,-2.13828,1.90364,0,,,,,92576.61629,-40.42776806
53.15,-2.13,1.91681,0,,,,,93217.0914,-40.27122077
53.2,-2.12141,1.9323,0,,,,,93970.39128,-40.10881242
53.25,-2.11297,1.94322,0,,,,,94501.44581,-39.94924008
53.3,-2.10516,1.93191,0,,,,,93951.42504,-39.80157893
53.35,-2.09656,1.91609,0,,,,,93182.07681,-39.63898152
53.4,-2.08781,1.93545,0,,,,,94123.58009,-39.4735481
53.45,-2.07984,1.92589,0,,,,,93658.66421,-39.32286189
53.5,-2.07188,1.94563,0,,,,,94618.64741,-39.17236474
53.55,-2.06297,1.93815,0,,,,,94254.88478,-39.00390625
53.6,-2.05438,1.93781,0,,,,,94238.35011,-38.8414979
53.65,-2.04672,1.94561,-0.00001,,,,,94617.67478,-38.69667276
53.7,-2.03844,1.94444,0,,,,,94560.77608,-38.54012548
53.75,-2.02953,1.94326,0,,,,,94503.39107,-38.37166699
53.8,-2.02125,1.94533,0,,,,,94604.058,-38.21511971
53.85,-2.01344,1.96379,0,,,,,95501.79304,-38.06745857
53.9,-2.00484,1.94339,0,,,,,94509.71314,-37.90486115
53.95,-1.99625,1.95363,0,,,,,95007.69835,-37.7424528
54,-1.98828,1.94466,0,,,,,94571.47498,-37.59176659
54.05,-1.98016,1.95891,0,,,,,95264.47197,-37.43824438
54.1,-1.97141,1.95427,0,,,,,95038.82242,-37.27281096
54.15,-1.96313,1.95685,0,,,,,95164.29135,-37.11626368
54.2,-1.955,1.95792,0,,,,,95216.32691,-36.9625524
54.25,-1.94656,1.97016,0,,,,,95811.57485,-36.80298005
54.3,-1.93797,1.95602,0,,,,,95123.92731,-36.6405717
54.35,-1.93,1.95821,0,,,,,95230.43001,-36.48988549
54.4,-1.92172,1.96718,0,,,,,95666.65337,-36.33333821
54.45,-1.91297,1.98243,0,,,,,96408.28173,-36.16790479
54.5,-1.90469,1.95172,0,,,,,94914.81243,-36.01135751
54.55,-1.89672,1.97272,0,,,,,95936.07115,-35.8606713
54.6,-1.88812,1.9818,0,,,,,96377.64397,-35.69807388
54.65,-1.87953,1.98897,0,,,,,96726.33087,-35.53566553
54.7,-1.87156,1.9696,0,,,,,95784.34128,-35.38497932
54.75,-1.86344,1.95555,0,,,,,95101.07057,-35.23145711
54.8,-1.85469,1.96807,0,,,,,95709.93529,-35.06602369
54.85,-1.84609,1.98653,0,,,,,96607.67033,-34.90342627
54.9,-1.83844,1.98494,0,,,,,96530.34646,-34.7587902
54.95,-1.83016,1.9789,0,,,,,96236.613,-34.60224292
55,-1.82109,1.9728,0,,,,,95939.96166,-34.43075936
55.05,-1.81313,1.98732,0,,,,,96646.08911,-34.28026222
55.1,-1.80516,1.98338,0,,,,,96454.48153,-34.12957601
55.15,-1.79656,1.99318,0,,,,,96931.06893,-33.96697859
55.2,-1.78797,1.99255,0,,,,,96900.43117,-33.80457024
55.25,-1.78,1.97877,0,,,,,96230.29092,-33.65388403
55.3,-1.77172,1.97917,0,,,,,96249.74347,-33.49733675
55.35,-1.76297,2.00323,0,,,,,97419.81417,-33.33190333
55.4,-1.75469,2.0127,0,,,,,97880.35322,-33.17535605
55.45,-1.74656,2.00487,0,,,,,97499.56961,-33.02164477
55.5,-1.73828,1.99063,0,,,,,96807.05894,-32.86509749
55.55,-1.72953,1.99264,0,,,,,96904.80799,-32.69966407
55.6,-1.72156,1.9942,0,,,,,96980.67292,-32.54897786
55.65,-1.71328,1.97851,0,,,,,96217.64677,-32.39243058
55.7,-1.70453,2.00144,0,,,,,97332.76402,-32.22699716
55.75,-1.69641,2.00404,0,,,,,97459.20558,-32.07347495
55.8,-1.68844,2.01364,0,,,,,97926.0667,-31.92278873
55.85,-1.67969,1.99577,0,,,,,97057.02417,-31.75735532
55.9,-1.67125,1.98943,0,,,,,96748.7013,-31.59778297
55.95,-1.66344,2.00035,0,,,,,97279.75583,-31.45012182
56,-1.65531,2.01035,0,,,,,97766.06951,-31.29641054
56.05,-1.64641,2.00859,0,,,,,97680.4783,-31.12814112
56.1,-1.63781,2.01508,0,,,,,97996.09587,-30.96554371
56.15,-1.63016,2.02336,0,,,,,98398.7636,-30.82090763
56.2,-1.62172,2.01919,0,,,,,98195.97079,-30.66133528
56.25,-1.61266,2.02191,0,,,,,98328.24811,-30.4900408
56.3,-1.60453,2.0247,0,,,,,98463.92963,-30.33632952
56.35,-1.59688,2.02107,0,,,,,98287.39776,-30.19169344
56.4,-1.58828,2.02453,0,,,,,98455.6623,-30.02909602
56.45,-1.57938,2.02187,0,,,,,98326.30286,-29.8608266
56.5,-1.57156,2.02287,0,,,,,98374.93423,-29.71297639
56.55,-1.56344,2.03061,0,,,,,98751.34101,-29.55945418
56.6,-1.55453,2.03062,0,,,,,98751.82732,-29.3909957
56.65,-1.54625,2.0333,0,,,,,98882.15939,-29.23444841
56.7,-1.53844,2.03978,0,,,,,99197.29065,-29.08678727
56.75,-1.53,2.04126,0,,,,,99269.26507,-28.92721492
56.8,-1.52125,2.03122,0,,,,,98781.00614,-28.7617815
56.85,-1.51328,2.03411,0,,,,,98921.5508,-28.61109529
56.9,-1.50516,2.03135,0,,,,,98787.32822,-28.45757308
56.95,-1.49641,2.03407,0,,,,,98919.60554,-28.29213966
57,-1.48797,2.02367,0,,,,,98413.83932,-28.13256731
57.05,-1.48016,2.05465,0,,,,,99920.43908,-27.98490617
57.1,-1.47156,2.03827,0,,,,,99123.85728,-27.82230875
57.15,-1.46281,2.0521,0,,,,,99796.4291,-27.65687533
57.2,-1.45469,2.05006,0,,,,,99697.22111,-27.50335312
57.25,-1.44688,2.07435,0,,,,,100878.477,-27.35569198
57.3,-1.43797,2.04385,0,,,,,99395.22031,-27.18723349
57.35,-1.42953,2.0386,0,,,,,99139.90564,-27.02766114
57.4,-1.42172,2.05258,0,,,,,99819.77215,-26.88
57.45,-1.41344,2.06422,0,,,,,100385.8413,-26.72345272
57.5,-1.40453,2.04957,-0.00001,,,,,99673.39174,-26.55499423
57.55,-1.39625,2.06977,0,,,,,100655.7454,-26.39844695
57.6,-1.38844,2.05819,0,,,,,100092.5941,-26.25078581
57.65,-1.37984,2.07753,-0.00001,,,,,101033.1248,-26.08818839
57.7,-1.37125,2.05806,0,,,,,100086.272,-25.92578004
57.75,-1.36313,2.05342,0,,,,,99860.6225,-25.77225783
57.8,-1.355,2.05556,0,,,,,99964.69363,-25.61854655
57.85,-1.34625,2.07557,0,,,,,100937.8073,-25.45311313
57.9,-1.33797,2.06738,0,,,,,100539.5164,-25.29656585
57.95,-1.33,2.06813,0,,,,,100575.9899,-25.14587964
58,-1.32156,2.06574,0,,,,,100459.7609,-24.98630729
58.05,-1.31297,2.06924,0,,,,,100629.9707,-24.82389894
58.1,-1.305,2.0774,0,,,,,101026.8027,-24.67321273
58.15,-1.29656,2.08898,0,,,,,101589.9539,-24.51364038
58.2,-1.28797,2.06887,0,,,,,100611.9771,-24.35123203
58.25,-1.27969,2.08396,0,,,,,101345.8245,-24.19468475
58.3,-1.27172,2.06536,-0.00001,,,,,100441.281,-24.04399854
58.35,-1.26312,2.08554,0,,,,,101422.662,-23.88140112
58.4,-1.25437,2.10238,0,,,,,102241.6143,-23.7159677
58.45,-1.24656,2.08776,0,,,,,101530.6237,-23.56830656
58.5,-1.23844,2.0971,0,,,,,101984.8406,-23.41478435
58.55,-1.22969,2.0746,0,,,,,100890.6349,-23.24935093
58.6,-1.22109,2.08151,0,,,,,101226.6776,-23.08675351
58.65,-1.21344,2.10144,0,,,,,102195.9008,-22.94211744
58.7,-1.20516,2.11271,0,,,,,102743.9763,-22.78557015
58.75,-1.19625,2.09508,0,,,,,101886.6053,-22.61711167
58.8,-1.18813,2.09266,0,,,,,101768.9174,-22.46358946
58.85,-1.18016,2.11358,-0.00001,,,,,102786.2856,-22.31290324
58.9,-1.17156,2.11247,0,,,,,102732.3047,-22.15030583
58.95,-1.16297,2.09536,0,,,,,101900.2221,-21.98789748
59,-1.155,2.11307,0,,,,,102761.4836,-21.83721127
59.05,-1.14672,2.1173,0,,,,,102967.1943,-21.68066398
59.1,-1.13797,2.09465,-0.00001,,,,,101865.6938,-21.51523057
59.15,-1.12953,2.10121,0,,,,,102184.7156,-21.35565822
59.2,-1.12156,2.11908,0,,,,,103053.7581,-21.20497201
59.25,-1.11312,2.10531,0,,,,,102384.1042,-21.04539966
59.3,-1.10453,2.11693,0,,,,,102949.2006,-20.88299131
59.35,-1.09672,2.10713,-0.00001,,,,,102472.6132,-20.73533016
59.4,-1.08828,2.12982,0,,,,,103576.059,-20.57575781
59.45,-1.07953,2.11396,0,,,,,102804.7655,-20.4103244
59.5,-1.07125,2.12583,0,,,,,103382.0198,-20.25377712
59.55,-1.06344,2.1163,0,,,,,102918.5629,-20.10611597
59.6,-1.05469,2.12526,0,,,,,103354.2999,-19.94068255
59.65,-1.04625,2.12223,0,,,,,103206.9469,-19.7811102
59.7,-1.03844,2.1439,0,,,,,104260.7886,-19.63344906
59.75,-1.03031,2.12744,0,,,,,103460.3163,-19.47973778
59.8,-1.02141,2.12173,0,,,,,103182.6312,-19.31146836
59.85,-1.01281,2.11581,0,,,,,102894.7335,-19.14887095
59.9,-1.00516,2.14019,0,,,,,104080.3663,-19.00423487
59.95,-0.99672,2.14345,0,,,,,104238.9045,-18.84466252
60,-0.98766,2.14204,0,,,,,104170.3343,-18.67336803
60.05,-0.97969,2.12617,0,,,,,103398.5545,-18.52268182
60.1,-0.97187,2.145,0,,,,,104314.2831,-18.37483161
60.15,-0.96313,2.15155,0,,,,,104632.8186,-18.20958726
60.2,-0.95438,2.13319,0,,,,,103739.9467,-18.04415384
60.25,-0.94656,2.13268,0,,,,,103715.1447,-17.89630363
60.3,-0.93844,2.13828,0,,,,,103987.4803,-17.74278142
60.35,-0.92953,2.16568,0,,,,,105319.9798,-17.57432293
60.4,-0.92125,2.14094,0,,,,,104116.8398,-17.41777565
60.45,-0.91328,2.15831,0,,,,,104961.5666,-17.26708944
60.5,-0.905,2.16173,0,,,,,105127.8859,-17.11054216
60.55,-0.89625,2.1581,0,,,,,104951.354,-16.94510874
60.6,-0.88828,2.1566,0,,,,,104878.407,-16.79442253
60.65,-0.88016,2.14168,0,,,,,104152.827,-16.64090032
60.7,-0.87141,2.14548,0,,,,,104337.6262,-16.4754669
60.75,-0.86297,2.16344,0,,,,,105211.0455,-16.31589455
60.8,-0.85516,2.16848,0,,,,,105456.1476,-16.16823341
60.85,-0.84656,2.15517,0,,,,,104808.8641,-16.00563599
60.9,-0.83781,2.1586,0,,,,,104975.6697,-15.84020257
60.95,-0.82984,2.16242,-0.00001,,,,,105161.4416,-15.68951636
61,-0.82187,2.15889,0,,,,,104989.7728,-15.53883015
61.05,-0.81297,2.18758,0,,,,,106385.0068,-15.37056073
61.1,-0.80453,2.16352,0,,,,,105214.9361,-15.21098838
61.15,-0.79672,2.16658,0,,,,,105363.748,-15.06332724
61.2,-0.78844,2.15892,0,,,,,104991.2318,-14.90677996
61.25,-0.77938,2.17026,-0.00001,,,,,105542.7115,-14.73548547
61.3,-0.77109,2.17088,0,,,,,105572.8629,-14.57874912
61.35,-0.76344,2.2032,0,,,,,107144.6287,-14.43411305
61.4,-0.75484,2.18113,0,,,,,106071.3344,-14.27151563
61.45,-0.74609,2.17988,0,,,,,106010.5452,-14.10608221
61.5,-0.73828,2.18607,0,,,,,106311.5734,-13.95842107
61.55,-0.73016,2.19737,0,,,,,106861.1078,-13.80489885
61.6,-0.72141,2.17798,0,,,,,105918.1456,-13.63946544
61.65,-0.71297,2.19042,0,,,,,106523.1198,-13.47989309
61.7,-0.70516,2.18433,0,,,,,106226.9548,-13.33223194
61.75,-0.69656,2.19458,-0.00001,,,,,106725.4263,-13.16963453
61.8,-0.68797,2.17093,0,,,,,105575.2945,-13.00722618
61.85,-0.67984,2.18112,0,,,,,106070.8481,-12.8535149
61.9,-0.67172,2.18017,0,,,,,106024.6483,-12.69999268
61.95,-0.66281,2.17475,0,,,,,105761.0663,-12.5315342
62,-0.65469,2.21031,0,,,,,107490.3977,-12.37801199
62.05,-0.64672,2.1835,0,,,,,106186.5908,-12.22732577
62.1,-0.63813,2.19821,-0.00001,,,,,106901.9582,-12.06491742
62.15,-0.62953,2.20596,0,,,,,107278.8513,-11.90232001
62.2,-0.62156,2.20401,0,,,,,107184.0201,-11.7516338
62.25,-0.61344,2.19904,0,,,,,106942.3222,-11.59811158
62.3,-0.60469,2.20193,0,,,,,107082.8669,-11.43267816
62.35,-0.59609,2.2053,0,,,,,107246.7546,-11.27008075
62.4,-0.58844,2.21312,0,,,,,107627.0519,-11.12544467
62.45,-0.58016,2.20862,0,,,,,107408.2107,-10.96889739
62.5,-0.57125,2.21029,0,,,,,107489.4251,-10.8004389
62.55,-0.56313,2.19273,-0.00001,,,,,106635.4583,-10.64691669
62.6,-0.55516,2.22522,0,,,,,108215.4914,-10.49623048
62.65,-0.54656,2.1994,-0.00001,,,,,106959.8295,-10.33363306
62.7,-0.53781,2.19102,0,,,,,106552.2987,-10.16819965
62.75,-0.53,2.21319,0,,,,,107630.4561,-10.0205385
62.8,-0.52172,2.22119,0,,,,,108019.507,-9.863991222
62.85,-0.51297,2.20932,0,,,,,107442.2527,-9.698557803
62.9,-0.50469,2.21694,0,,,,,107812.8237,-9.542010522
62.95,-0.49656,2.20557,-0.00001,,,,,107259.8851,-9.388299243
63,-0.48812,2.23387,0,,,,,108636.1528,-9.228726894
63.05,-0.47953,2.21525,-0.00001,,,,,107730.6367,-9.066318544
63.1,-0.47156,2.22542,0,,,,,108225.2177,-8.915632333
63.15,-0.46328,2.2253,0,,,,,108219.3819,-8.759085052
63.2,-0.45453,2.23075,0,,,,,108484.4229,-8.593651633
63.25,-0.44625,2.23597,0,,,,,108738.2786,-8.437104352
